Q08162	Q08285
P02994	P06843
P32496	P40327
P10659	P53323
P10964	P47035
P35734	Q04272
P07258	P47135
P19358	P53933
P06843	P39935
P38286	P50944
P15108	Q08601
P47135	Q12035
P05694	P53011
Q07458	Q08923
P23595	P50111
P40204	Q03338
P33334	Q12046
P32903	Q02774
P07213	P54867
P32325	P32562
P12683	Q08109
P06843	Q02932
P28834	P39076
P32770	P38180
Q03897	Q08975
P07991	P53204
Q03942	Q08387
P18238	P26755
P40975	P53337
Q03673	Q12349
P09624	P32350
Q08417	Q08754
P19262	P25646
P23287	P25491
P08417	P12398
P38523	Q08968
P07806	P20081
P32641	Q12449
P28007	Q07623
Q07623	Q07821
P14906	P40073
P08518	P20433
Q06208	Q12363
P23291	P38070
P25358	Q02795
P10081	P39936
P33759	P36056
P32366	P40885
P32502	Q03940
P30771	Q12129
P40069	Q08273
P53201	Q12692
P47135	Q12247
P35177	Q02336
P08431	Q03774
P06169	P14904
Q04697	Q08271
P47135	Q04228
Q06505	Q06835
P17157	P20052
P34221	P38910
P35725	P39996
P32468	P38785
P39014	P52286
P36118	P53847
P33420	P40960
P47135	P50106
P38356	Q02896
P02293	P25336
P12398	P32641
P21268	P53599
P10659	P38111
P39940	Q08224
P01123	P25385
P14832	Q12464
P47025	P54861
Q05958	Q12030
P48415	Q04491
P12954	P15303
P38266	P39743
P32494	P53040
P06244	P07262
Q00684	Q08224
Q05636	Q12277
P02309	P37303
P14680	P40956
P12709	P53196
P36130	P39078
P19736	P54999
P20484	P53261
P33399	Q08004
P38340	Q03305
P32353	P39742
P00431	P40341
P30665	P32354
P28003	P40069
P32842	P38993
P38629	Q12464
P53169	Q08273
P10659	Q03899
P02992	P40856
P32473	P32898
P01120	Q07381
P22141	P47079
P53979	Q02574
P36160	P53861
P39081	P47093
P32558	P53290
P23968	P47135
P47135	P53740
P38719	Q08975
P35193	Q99394
P13099	P38859
P00890	P28320
P53298	Q06675
P22696	P38690
P32381	P38316
P33299	P53323
P38346	P47054
P30624	P38217
P52490	P54964
P38264	P43571
P36035	P40445
P32570	Q12343
P32903	P40350
P32572	P32602
P14922	Q02100
P10659	P32259
P39081	Q06410
P40089	Q06406
Q08278	Q12343
P38875	P40319
P00950	P12962
Q01590	Q06096
P02994	Q04437
P32915	Q12045
P46367	Q00362
Q04437	Q12464
P39076	P41811
P38707	P53141
P39970	Q08448
P33335	P34240
P08018	P39954
P33314	Q02891
Q03322	Q04364
P04385	P32641
Q03790	Q12746
P04173	P23642
P00925	P41318
P38992	P53322
P19882	P41735
P60010	Q04675
P04386	Q01939
P47130	P54999
P32505	Q04839
P06780	P54786
P32802	P43571
P25359	P53859
P53930	Q12432
P40151	P40958
P17255	P32563
O13329	P32605
P34162	P39979
P19882	P53323
P32381	Q04439
P29311	P38217
P12709	P40479
P10081	P32911
P23724	P30656
P27692	P38431
Q12118	Q12125
P22147	Q12236
P47822	Q02336
P15891	P60010
P38182	Q06159
P32074	P38682
P20676	P32864
P38264	P40475
P20840	P35184
O13579	P47135
P32902	Q03790
P39108	P40413
P19358	P38316
P47029	Q02574
P00359	P36006
P38827	Q02574
P09733	P25301
P00445	P20081
P47135	Q04432
P53923	Q08686
P40088	Q04121
P37370	P60010
Q06436	Q12122
P06843	P36160
P36062	P47135
P16474	P22133
Q05942	Q06108
P38784	Q02725
P04147	Q02199
P04050	P53617
P32569	P39008
P48235	P53549
P40413	Q00955
P17157	P29311
P25568	P38079
P22214	P41810
P19956	P31334
P32902	Q03799
P39722	P53083
P21243	P43583
P16151	P38729
Q12349	Q99207
P20424	P29478
P34164	P53731
P36056	Q07350
P17898	Q12450
P36133	P47135
P25635	P47083
P32582	Q02821
P53083	Q92328
P32598	Q04031
P54115	Q08273
P16862	P53323
P39940	Q07622
P54999	Q06411
P15180	P20081
P38199	Q04867
P08539	P10823
P13902	P32337
P25644	P38346
P15108	P25342
P11484	P20459
P40991	Q03532
P38987	P53633
P47093	Q12429
P38992	P40548
P38316	Q08224
P07251	P81450
Q00684	Q12329
P00950	Q00772
P12709	P53877
P40015	P40063
P32628	P40087
P12398	P38153
P32569	P53869
P40074	Q02630
P09119	P32833
P11972	P14681
P53238	Q12274
P48837	Q12262
Q02979	Q08387
P25694	P32502
P25303	Q12379
P47135	Q03375
P12398	Q06344
P38910	P38987
P00546	P39685
P38523	Q08641
P16151	P40009
P15703	P32641
Q03707	Q12349
P11633	P32910
P38629	Q12306
P33328	P53314
P22517	Q04969
P32496	Q12250
P36048	P47093
P33750	P60010
P40089	Q12461
P00950	P06839
P47133	P53073
P32793	Q04322
P32496	P43588
P52490	Q08975
P25344	Q03503
P36116	P38806
P22804	P25385
P06169	P38987
P07276	Q00578
P53394	Q04437
Q12152	Q12329
P53894	Q01939
P39077	Q12510
P00331	P43560
P39079	Q03897
P38121	P39008
P38316	P38690
P14682	P52286
P40054	Q99318
P37012	P38719
P25454	Q02821
P07342	P32502
P38806	Q08649
P40041	P40971
P22035	P40567
P46995	P53254
P34160	Q06217
P41930	P47135
P04051	P41910
P07259	P53632
P19882	P26755
P39968	Q12310
Q03195	Q05775
P39995	P43572
Q04437	Q12306
P33323	Q02721
P32828	Q07084
P40327	P43588
P30771	Q99383
P40210	Q05934
O13568	P47135
P05150	P06779
P53549	Q07657
P06839	P40352
P12398	P53632
P39977	Q07438
P43601	Q05946
P04173	P23595
P27637	Q04767
Q04697	Q07824
P06839	Q00578
P20424	P36130
P38827	P43132
P12709	P16522
P38232	P39008
P38286	P38837
P38063	Q12265
P18239	P41811
P53256	Q08285
P07703	Q01080
P14540	P38328
P06634	Q12476
P02829	P12753
P53039	Q99380
P52919	Q04233
P38217	Q03063
P15367	Q04121
P36147	Q06538
Q03899	Q06834
P40460	Q06096
P40348	P40364
P04173	P14681
P36107	P53631
P32526	P39009
P54839	Q04675
Q12186	Q99337
P38191	P38691
P00546	P38735
P11076	P20133
P23337	P32598
P12385	P25386
P22515	Q04675
Q07824	Q12450
P53742	Q12522
P38310	P38631
P20448	P25567
P12945	P38011
P07279	P32569
Q00539	Q03776
P38144	Q07979
P39108	P40155
P32471	P36008
P19073	Q12280
P32528	P40856
P23968	Q99380
P36168	P40362
P32873	P38203
P87284	Q06538
P00950	P43563
P17709	P39706
P14741	Q02794
P53261	P53861
P38298	P52870
P32366	P33315
P48232	Q02199
P32266	P87284
P25303	Q04437
P35729	Q04491
P06169	P08018
P33299	Q08723
P06787	Q03691
P18759	P53323
P40548	Q04651
P33317	P38987
P46964	Q99380
P07286	P38264
P32502	P53215
P12904	P29311
P36080	P41698
P53131	Q01159
P32585	P38351
P12683	P53142
P31111	Q12018
P47019	Q08004
P40991	Q08387
P34730	Q00684
P34162	Q08994
P05150	P42843
P09798	Q12379
P14724	P53886
P19882	P36009
P09880	P32366
P05694	P07703
P47075	P53154
P12612	P32641
P12868	Q12241
P25347	Q08645
P40107	P47135
P22353	P38064
P15303	Q04149
P39101	Q12233
P29366	P32618
P25344	P32854
P32458	P54115
P02557	P28000
P25299	Q07629
P38886	Q08723
P13186	P19358
P04385	P53632
P22470	Q02821
P34162	P38334
P06701	P06779
P13181	Q06151
P53163	Q08004
P20053	Q03338
P15992	P33750
P17157	Q12477
P47142	Q04272
P17214	P22137
P14906	P25621
P34760	P36017
P07269	P22035
P32569	P38886
P38348	P39984
P40319	Q12445
P11433	P47079
P38077	Q00684
P36108	P40030
P06781	P07251
P05085	P11746
Q03654	Q06091
P09624	Q04675
Q03695	Q07980
P09733	P32328
P38115	P53916
P32796	Q07418
Q06675	Q07865
P08678	P22204
P40460	Q04477
P04147	P39715
P39940	P46669
P14540	Q08278
P40555	Q03691
P02557	P32491
P36068	Q08232
P53223	Q06675
P16522	P38042
P12904	P34164
P04397	P04911
P38622	Q08723
P07262	P32911
P39929	Q12483
P32381	P39013
P13712	Q12289
P19882	P32345
P45976	Q05942
P47037	Q12464
P22133	P23776
P19735	P38219
P28274	P40495
P14681	Q03940
P12398	P34164
Q02574	Q08216
P32569	P38726
P30771	P32588
P08431	P23642
P40319	P54862
P04385	P25343
P17157	P17442
P08518	P16370
P15992	P29295
P32368	P38217
P10823	P39717
P06781	P09733
P25298	P45976
P02557	P12962
P32628	Q04062
P35727	P39968
P06168	P25336
P53295	P54115
P39743	P41940
P39108	P80667
P53091	Q02892
P23255	P35189
P35723	P38156
P38789	Q12389
Q02795	Q07824
P43579	Q06208
P19262	Q02630
P00360	P25343
Q06604	Q08118
P40045	P52553
P16370	Q07532
P22141	P25451
P17214	P42945
P47101	P53181
P25454	Q99401
P00546	P25491
P40969	Q02732
P08964	P41901
P51601	Q06142
P00830	Q04660
P14832	P14904
P18410	P38757
P05736	P40010
P32573	Q03177
P15108	Q00776
P32842	P33767
P07283	P34164
P05738	P25385
P53905	Q06819
P40956	Q06604
P34217	Q12464
P28817	P33759
P15891	P40563
P07248	P13393
P47138	P53934
P15108	P32911
P06780	P41832
P04050	P08518
P06777	Q06677
P41544	Q03697
P38337	P38827
P25694	P40070
P10659	P39014
O13329	P38633
P33757	P53541
P47054	Q02630
P47079	Q12223
P04173	P52891
P16140	P38217
P04385	Q12379
P25454	P46655
P16474	P25380
P22515	P46963
P00924	Q12154
P25385	P40482
P30822	P39998
P04806	P39009
P22216	Q04149
P38219	Q04177
P08458	P36139
P38842	P53954
P10659	P14681
P19736	P50105
P33419	P38989
P32491	P38339
P16862	Q01939
P13186	P38853
P41543	Q99380
P06774	Q03790
P20486	P38360
Q08278	Q12321
P06103	P32497
P48363	P53378
P32337	Q12206
P12398	Q04437
Q08387	Q12464
P04051	P32349
P36029	Q06137
P07703	P19146
P32492	Q12446
P04147	P39705
P06784	P16892
P00937	P14741
P01123	P39958
P53323	P60010
P00890	Q00772
P31116	P39743
P36144	P40362
P47082	P52924
P06774	P40069
P14680	Q08496
P34234	Q02574
P43321	Q06217
P02994	P06782
P30283	P36157
P23641	P32381
P08456	P38842
P40018	P47135
P50088	Q08754
P25719	P38987
Q12182	Q12478
P25345	P40089
P32529	P38324
P50944	Q04697
P38629	P40339
P50944	Q02774
P07703	P17890
P25379	Q04377
P32590	P40856
P32491	P48524
P38316	P40988
P22216	Q06142
P53102	Q02804
P40482	P53237
P06169	P20053
P17898	P22140
P04911	Q06554
P38147	P40505
P36173	P38286
P09435	P18851
P27999	P47188
P38837	P40548
P02992	P32569
P05986	P38690
P07703	P14742
P25376	P39551
P53211	Q06675
P29469	P47112
P40070	P47170
P43551	P46959
P02557	P06839
Q12098	Q3E7X9
P32491	P47135
P06243	P32325
P06244	P11484
P38842	Q06451
P40054	Q03370
P00546	P32873
P00942	P53917
P32803	P35723
P0C2I0	Q12305
P15992	P32381
P21771	P32902
P32915	P38264
P07274	P47135
P22216	P35209
P07257	Q00916
P09435	Q00362
P61864	Q06449
P06843	P12385
P20053	P35191
P38967	P50947
P29055	P41814
P09232	P53894
Q04183	Q99394
P32565	P38629
P28007	Q6Q547
P28241	P34164
P32803	Q06598
Q12414	Q99337
P22147	P40055
P04385	Q07930
P00925	P40498
P32478	P38194
P10081	P50942
P10659	P14680
P04385	Q04437
P32457	P47039
P06839	P43535
Q06344	Q08208
Q07951	Q12245
P46973	Q08193
P16140	P32381
P31384	P32582
P05318	Q06813
P23641	P47113
Q02574	Q07897
P07342	Q12223
P19454	P31116
P15992	Q05498
P25451	Q04437
P25379	P34221
P50273	Q99383
P49704	Q12420
P38708	P43612
P38247	P42936
P32341	P39742
P01119	P24719
P47068	Q06625
P39113	Q02794
P0C0X0	P47093
P25558	P40055
P03875	P22134
P15938	P32639
P10507	Q12267
P25376	Q03697
P00817	P06774
P25344	Q07732
P28496	P38353
P32911	P50086
P09624	P39925
P53254	Q99216
P32324	P53622
P00899	P07260
P32904	P40042
P38723	P46961
P00830	P36130
P19882	P22141
P15938	P46974
P15108	P32598
P38203	P53550
P22336	P25847
P39998	Q3E7X9
P32585	P38304
P07259	Q08273
P00546	P40020
P40693	Q08004
P04397	P25343
P19659	Q08278
P30657	Q08723
P15646	P20448
P53890	Q12263
P07703	P39924
P06169	Q12018
P22696	P32565
P32855	P38261
P25569	P53076
P18851	P39079
P22137	P22204
P32476	P53045
P39743	Q08923
P32367	Q12415
P13186	P32486
P30822	P38200
P16474	P40565
P07274	P60010
P02994	P39743
P25649	Q12433
P40513	Q08004
P14164	P43639
P32502	P40466
P23287	P39743
P20107	P48164
P34160	Q02554
P38992	P46961
P15442	P36048
P38697	P53883
P32787	P41800
P25655	P39073
P14772	P47093
P22276	P32657
P40073	P53297
P22579	P38429
P38989	P47037
P21147	P25358
Q06091	Q12309
Q02795	Q12450
P33299	P38886
P37838	P42945
P38203	Q08562
P46673	Q02630
P00546	P14180
P14832	P38987
P32828	Q12306
P53233	Q02783
P38080	Q02793
P53550	P54861
P38262	P53096
P22141	P32379
P00950	P32468
P25638	P38768
P12695	P20081
P04912	P25635
P33334	Q04048
P06838	P17255
P17214	P35178
P47093	Q99181
P15790	P34730
P18239	P38883
P06245	Q06251
P09733	P25347
P15703	Q04437
P54862	Q08754
P41543	P47090
P14741	P50095
P53298	Q02732
Q01454	Q08496
Q01454	Q03406
P38264	Q02795
P04173	P32464
Q04368	Q12468
P53093	P53845
P04911	P39521
P09624	P38822
P07248	Q04437
P50273	P53540
P40018	P47093
Q00539	Q02821
P28005	P47152
P33892	P47037
P38555	P53906
P38723	Q02774
P32790	P43603
P04385	P06778
P36008	P39014
P16603	P38842
Q08683	Q12107
P40548	Q08980
P25491	P31384
P29468	P47061
Q08723	Q12377
P28496	P38723
P40856	P43572
P16474	P26570
P17123	P32337
P06169	P43612
P22137	Q12379
P07270	Q02939
P38729	Q04697
P38729	Q02774
P43603	Q12270
P41811	P42943
O13547	Q08271
P38987	P53824
P25298	P29468
P46956	P52891
P32259	Q12124
P38629	P43588
P38958	P40955
P38156	P87284
Q03406	Q08032
P06838	P08417
P32494	P32569
P00546	P32334
P12962	P25567
P20676	P38791
P40350	P49018
P05150	P40348
P38237	P38439
P37020	P39547
P25333	Q02630
P47153	Q08754
P41811	P53622
P17255	P25569
P19524	P46970
P06787	P18962
P38865	Q02574
P47093	P49960
P33419	P36094
P38041	P54786
P36017	P53108
P32558	P47017
Q05902	Q08280
Q04149	Q05016
P39011	Q07872
P40070	Q04119
Q08975	Q12021
P47026	Q02630
Q03782	Q05900
P47049	Q02794
P25298	Q08685
P25360	P38264
P06243	P20606
P36160	P53742
P11154	P14681
P38737	Q08723
P29311	P36047
P24279	P29496
Q02821	Q06675
P14741	P40850
P04050	P23293
P33775	P38695
P26188	P60010
P26570	P32605
P40485	Q02784
P18239	Q12446
P53252	Q00772
P27692	P32345
P38842	P53337
P21264	P53895
P47079	P53156
P15108	P53691
P40956	P53754
P38254	Q99190
P06787	P22515
P14359	P38822
P50086	Q02775
P08456	P32791
P25358	P38353
P21304	P39985
P06777	P61864
P12398	Q12236
P25293	Q12163
P32479	P40055
P19454	P38968
P17898	P40478
P40350	P46965
P43321	P53631
P02994	P22943
P23641	P34221
P38968	P48415
Q03714	Q12019
P43593	Q12250
P38191	P40208
P25342	Q06679
P47005	Q12018
P34087	P41896
P53845	Q99260
P47052	P53728
P01123	P02994
Q03824	Q07418
P37296	P39111
P39743	P53933
P87271	Q12166
P14904	P15992
P38042	P53886
Q12329	Q12446
P38636	P38995
P33329	P41818
P32569	Q03231
P32524	P38167
P25655	P50105
P32588	P40573
Q02821	Q03010
P39970	P53043
P39077	Q00362
P36108	P39983
P22203	P29295
P25453	P41940
P05453	Q92331
P40395	Q99260
P06786	P19454
P06244	P06245
P40856	Q00916
P38987	Q08904
Q08224	Q12154
P33420	P36224
P53322	Q12450
P24583	P50078
P49686	P52891
P46970	Q08550
P16370	P39940
P04147	Q02629
P12398	P38344
P17967	P32458
P32381	Q06440
Q03735	Q08920
P40107	P53142
P00830	Q04049
P00546	Q12236
Q06217	Q07508
P38085	Q04697
Q01560	Q08920
P25491	P32491
P40459	Q99209
P36018	P53093
P22579	P36085
P10659	P31384
P40036	Q06625
P19516	P37298
P17255	P38262
Q08224	Q08496
P11710	P53950
P17119	Q12261
P28496	P35723
Q06451	Q12284
P22140	P40319
P38708	P40856
P02309	P43639
P04385	Q12236
P32569	P43609
P31334	Q04599
P11484	P32381
P10081	P23624
P33202	P38987
P07703	P54115
P22579	P38699
P23639	P35193
P00546	Q05854
P32385	P87271
P53050	P53934
P23968	P25515
P11633	P34160
P27999	Q05503
P32830	P36108
P32332	P38881
P47104	P52286
Q06410	Q12125
P47147	Q04053
P32895	P35127
P16151	Q03697
P12945	P18410
P32569	P32901
P04046	P11745
P52491	Q03919
P32366	Q04767
P06782	P18494
P06778	Q08975
P06787	P34216
P25358	P38723
P14680	Q04120
P08679	P17505
P53068	Q12157
P04840	P33308
P36048	P47017
P23291	P51601
P33892	P53914
P19735	Q12330
P32911	P39936
Q06208	Q12418
P32859	P36053
P38293	Q05778
P15703	P53541
P38363	Q12160
P08466	P36159
P00924	P25569
P38782	Q08278
P38156	P38286
P19659	P25046
P14540	P14904
P21268	P47079
P02309	P07703
P00924	P53622
P36108	P38331
P32179	P38740
P04173	P17157
P36049	P38789
P32496	Q05610
P32902	P47150
P43321	Q02554
P38238	P42936
P19882	P32432
Q06406	Q12349
P40316	Q02821
P28004	P36048
Q02821	Q05871
P35206	P40970
P47017	Q12096
P38989	Q08581
P00950	P06774
P21576	Q01159
P32504	P47134
P38130	P38815
P36130	P39079
P40214	P40466
P52593	Q02629
P38286	P40885
P39923	Q12242
P46671	P52553
P37291	P43535
P53859	Q02821
P32502	P46655
P35206	P40548
P12753	P46946
P25639	P32386
P20053	P38282
P05986	P32939
P19414	P20081
P38089	Q12447
P25298	Q12102
P09733	P40013
P38238	P53300
P32861	P39743
P16474	Q07657
P24384	Q12309
P28817	P36056
P17214	P33322
P16661	Q07824
P46655	Q04660
P16151	P40004
P33767	Q12006
P20424	P33399
P07703	P16862
P06787	Q06200
P32452	P43552
P43634	Q03029
P30822	P47129
P27637	P38788
P38930	Q03213
P28707	P53691
Q06451	Q12450
P32561	P40505
P32607	P38165
P25298	Q06224
P28274	P32502
Q05521	Q06815
P19262	P34164
P32598	P34730
P04147	P40479
P06168	P32457
P31384	P53280
P18414	Q03655
P40957	P40958
P32911	P39935
P50944	P53045
P41811	P60010
P04173	Q03944
P38236	Q05946
P50946	Q05027
P00890	P32468
Q01560	Q06436
P47912	Q04177
P53246	Q02457
P30657	P38886
P05316	P21264
P23595	P30657
P38873	Q08921
P32827	P38254
P19882	P26448
P00331	Q04377
P32266	Q12450
P17119	Q12045
P05150	P53769
P25586	P53091
P29311	Q12734
P25491	Q00772
P43573	Q06543
P39987	P40354
P04385	P06782
P39014	Q03919
P40507	Q01560
P06774	P39985
Q02608	Q08004
P00560	P41318
P14741	P38708
P23595	P38903
P40991	Q07623
P21576	P38144
P08456	P50944
Q06287	Q08224
P33767	P40319
P12683	P38264
P38191	P39077
P38987	Q08975
P02309	P53877
Q03774	Q12009
P00359	Q02821
P39743	Q04439
P05150	P08018
P01123	P29055
P00924	P38262
P38989	Q07457
P04147	P40028
P00546	P32380
P04173	P14904
P27895	Q06179
P07260	P20459
P32579	P40971
P34232	Q03012
P19735	P38088
P14771	P40450
P06782	P38782
P21147	P40548
P35056	P39108
P28320	P40968
P34909	Q01939
P22141	P41940
P25554	P53040
P07884	P40011
P38886	P53196
P12398	P20081
P05694	P32797
P17505	P32863
P16151	Q12177
P40988	Q05946
P40160	Q12754
P53344	Q05998
P32345	P40164
P38286	P47090
P12385	Q06440
P38736	Q01590
P53271	Q06628
P32803	P54837
P48234	P50101
P16474	P20604
P07806	P36017
P06777	P32844
P49687	P52891
P53632	P60010
P38191	P42943
P22141	P36040
P40466	Q12464
P22138	P36010
P09733	P39937
P53250	P60010
P05085	P53550
P53176	Q01163
P38853	Q06208
P09624	Q08273
Q00955	Q04437
P16474	P53599
P37303	Q02821
P40087	P61864
P04173	P40339
P42945	Q07623
P32916	P36057
P00546	P29366
P14680	P19812
P14064	Q02516
P25694	P53323
P25515	P38156
Q03864	Q06344
P38886	P40303
P40567	Q04005
P25358	P32803
P38779	P38789
Q04201	Q12154
P22137	P53949
P20081	Q04673
P04173	P38623
P38633	P40353
P04050	Q12102
P25635	Q06512
P38238	P38763
P47068	Q08224
P38615	P47099
P00546	P26309
P12709	P32944
P38839	Q12305
P19735	P32419
P00924	P08417
P10622	Q12223
P10964	P20434
P11433	P53175
P33322	Q02630
P36058	P53934
P34252	P47027
P25376	P38703
P29311	Q12494
P09435	P25342
P38339	P47041
P23255	P38129
P13393	Q02336
P04173	P32502
P14904	Q07732
P40364	Q04149
P11710	P53947
P52891	Q6B2C0
P34909	P39008
P38307	Q02574
P41811	Q06103
P04050	P32783
P32776	Q12004
P46956	Q08227
P38886	P40075
P16522	P53886
P47113	Q06010
P25491	P40348
P04385	P39743
P32917	P38229
P30771	P46970
P47038	P53729
P14540	P38987
P53167	Q07442
P04147	Q06436
P38737	P38886
P19736	Q02554
P19735	P47143
P05085	P07249
P18494	Q02821
P10849	P39944
P16467	P33322
P16140	P36047
P25644	P54786
P25635	P40362
Q00684	Q12074
P21957	P46655
P13902	P34243
P04050	P36053
P36108	P39973
P11986	P39743
P53861	Q02892
P25580	P35206
P29468	Q01329
P30771	Q08491
Q08215	Q08491
P46944	Q03630
Q06217	Q08920
P12398	P33313
P32495	P40018
P43572	Q06337
P07257	Q12476
P47093	P53855
P33322	Q03532
P27351	Q99186
Q03655	Q12078
P00950	P26188
P38922	P40507
P25635	P48234
P05150	Q12223
P28274	P43588
P38328	Q06208
P38555	P40955
P12709	Q07350
P00359	P32345
P12398	P38257
P32598	Q00416
P40009	P41544
P39517	P41811
P07286	P40054
Q04458	Q12443
P00546	P53819
P21691	Q12495
P39946	P47149
P00817	P32599
P11075	P14742
P53254	Q04149
P32864	P36017
P40548	P53048
P08518	P39940
P49686	Q04839
P20604	P39954
P06780	P38889
P33334	P53742
P36068	P38220
P06243	Q00764
P06777	P06838
P33335	P38286
P15992	Q99257
P53615	Q12265
P15992	Q05583
P02557	P48606
P38822	Q06704
Q12345	Q12464
P15938	P37366
P40436	P53040
P09733	P38316
P32491	P40364
P20053	P32495
P33892	Q08273
P38226	P40054
P53254	P53256
P09436	Q08496
P32892	P36160
P41808	Q08754
P16474	P41800
P18852	P39561
P38065	Q99186
P46961	Q08980
P32496	Q01939
P08431	P17157
P00854	P09457
P32354	P39011
P40010	Q04149
P29311	P39081
P43124	Q12306
P00546	P38257
P34730	P40036
P38842	Q12006
P38862	P40157
P08018	P60010
P00546	P31111
P26188	Q08975
P18409	Q12464
P21672	P25491
P01365	P13574
P25355	Q05080
P43592	P46671
Q02892	Q04660
P09734	P11978
P16658	P50277
P38191	P47135
P47135	P53300
P16474	P19735
P41277	Q12223
P25366	P50946
P05030	P38217
P36068	Q04511
P32458	Q12134
P17709	P33329
P36051	P40319
P39937	P47020
P19073	P38041
P38316	Q12466
P40557	P41815
P23641	P25347
P18239	P33296
P32486	Q12250
P10659	Q06287
P00546	Q08206
P37296	P48836
P23968	Q99190
P40075	Q04660
P53599	Q12329
P28496	P49018
P04710	P47017
P14907	P40368
P10849	Q12473
P06782	P12904
P39969	P40077
P06787	P19524
P05085	P33299
P07260	P08431
P15790	Q12460
P32324	Q03897
Q06688	Q08199
P38822	Q06604
P38999	P47093
P08518	P32641
P24276	P38193
P38286	Q08929
P17123	Q02574
P06634	P39743
P47818	P48439
P00445	Q04675
P02557	P06774
P02294	P04051
P07703	Q03612
P43586	P53861
P06775	P47075
P33750	P39078
P10659	P40348
P35729	P53050
P33331	Q04675
P16862	P25303
P32639	P53742
P40010	Q08004
P39009	P60010
P06786	P43639
P32366	Q12063
Q06668	Q08224
P20424	P38688
P25694	P36009
P40010	P40078
P25297	Q06451
P39011	P40095
P31334	Q06630
P38959	Q08951
P04806	P53632
P28707	P47135
P20486	P39547
P27999	P38264
P49018	Q12445
P38129	Q04226
P15646	P25586
P25301	P38691
P25344	P32563
P25371	Q06815
P32578	Q06208
P36100	P89886
P53131	Q06411
P32598	P34758
P25453	P28241
P10964	P20436
P15565	P25555
P04912	P22216
P38842	P40073
P15108	P25336
P40963	Q04003
P50111	Q02821
P33760	P47093
P22216	P32562
P40054	Q99395
P39743	P39954
P04051	P47076
P06774	P48235
P09733	P41811
P34167	Q06098
Q04199	Q12191
P04173	P08018
P25586	P25635
P04147	P40507
P12398	Q08773
P05150	P22336
Q06410	Q12493
P10823	P53130
P03069	P53040
P00830	Q99247
P38262	P53345
P38729	P46965
P20606	P32803
P40057	Q06675
P36062	P38286
P40988	Q03330
P22214	P22804
P06843	P19882
P15790	Q12389
P54999	Q08241
P38697	Q06142
P47135	Q04418
P36015	P39547
P53584	Q07824
P12612	P26309
P49018	Q12006
P21771	Q06821
P32492	P60010
P05030	P32381
P41895	Q03254
P31384	Q12514
Q02574	Q12155
P20433	P47135
P12709	Q12083
P36006	P36150
P34162	P38304
P29055	Q08229
P35736	Q12191
P04385	Q05946
P38234	Q12335
P36018	P53845
P02293	P21672
P15108	P22211
P47129	Q02574
P54858	Q05998
P11978	Q03661
P25694	P32345
P16862	Q00772
P28007	Q02630
P35729	P53011
P36057	P53045
P02557	P32581
P38130	Q06102
P15625	P53294
P21374	Q08963
P02829	Q12347
P13517	P38146
P40560	Q08273
P22203	P40354
P28007	P32495
P36130	P38931
P25359	Q02821
Q04338	Q12255
P15938	Q06819
P25294	P39014
P32610	P47104
P09435	Q00776
P53108	Q02891
P25344	P35727
Q04373	Q12522
P01097	P23201
P25694	P53127
P05694	Q07350
P41058	Q06675
P12753	P16474
P22141	P33299
P25648	Q08278
P02994	P16862
P32523	Q03654
P46963	Q12464
P38843	P40319
P04817	P35206
P39081	Q01329
P07269	P07270
P34221	Q12447
P38298	P38842
P21657	P21705
P18562	Q12349
P40328	Q12230
P32789	P38633
P40302	Q12245
P35206	P46961
P36520	Q06678
P30656	P40302
P28241	P47073
P05986	P07259
P33334	P57743
Q06103	Q12377
P40892	Q02821
P07272	P27351
P00546	P38826
P32263	Q02866
P30771	P47017
P04840	Q12018
P28241	P39076
P50861	Q06142
P12954	P38953
P00817	P53879
P22203	P32610
P05150	Q08949
P19882	P22133
P38316	Q07879
